previous_event_utc,next_event_utc,calendar_gap_hours,clock_rescaled_expected_events
2026-03-16 05:46:00+00:00,2026-03-16 09:07:00+00:00,3.35,0.5646841923682473
2026-05-07 16:37:00+00:00,2026-05-08 06:30:00+00:00,13.883333333333333,0.5570045473464802
2025-12-11 07:32:00+00:00,2025-12-11 11:09:00+00:00,3.6166666666666667,0.5538178968333085
2026-02-25 05:59:00+00:00,2026-02-25 09:35:00+00:00,3.6,0.5517463640970846
2026-06-12 14:23:00+00:00,2026-06-15 05:44:00+00:00,63.35,0.5474869428563807
2026-03-30 07:30:00+00:00,2026-03-30 11:14:00+00:00,3.7333333333333334,0.5424888799931011
2026-04-09 13:53:00+00:00,2026-04-10 05:14:00+00:00,15.35,0.5370805931241875
2026-04-02 18:05:00+00:00,2026-04-06 06:32:00+00:00,84.45,0.5337269001351501
2026-04-21 14:01:00+00:00,2026-04-22 05:22:00+00:00,15.35,0.526710993193376
2026-04-21 04:24:00+00:00,2026-04-21 07:42:00+00:00,3.3,0.5265967734525248
2026-02-13 07:18:00+00:00,2026-02-13 11:12:00+00:00,3.9,0.5238959004845753
2026-09-02 15:21:00+00:00,2026-09-03 05:48:00+00:00,14.45,0.5193698851435329
2025-10-24 16:34:00+00:00,2025-10-27 06:13:00+00:00,61.65,0.5141833669843976
2026-07-27 13:33:00+00:00,2026-07-28 04:47:00+00:00,15.233333333333333,0.5086962764665941
2025-11-27 06:09:00+00:00,2025-11-27 09:02:00+00:00,2.8833333333333333,0.5074894465072788
2025-12-19 08:43:00+00:00,2025-12-19 12:42:00+00:00,3.9833333333333334,0.5071510823187992
2026-03-09 08:55:00+00:00,2026-03-09 12:32:00+00:00,3.6166666666666667,0.5061431176569897
2026-05-11 12:38:00+00:00,2026-05-12 02:30:00+00:00,13.866666666666667,0.5027458323507403
2026-02-23 09:21:00+00:00,2026-02-23 13:02:00+00:00,3.683333333333333,0.5022834615602392
2026-02-26 13:59:00+00:00,2026-02-27 04:54:00+00:00,14.916666666666666,0.4901509943065889
2026-02-25 10:03:00+00:00,2026-02-25 14:23:00+00:00,4.333333333333333,0.4887090797608664
2026-06-02 13:27:00+00:00,2026-06-03 04:31:00+00:00,15.066666666666666,0.48607016217198407
2026-05-13 13:27:00+00:00,2026-05-14 04:37:00+00:00,15.166666666666666,0.48478471247500465
2026-07-02 13:13:00+00:00,2026-07-03 03:32:00+00:00,14.316666666666666,0.48390396367216226
2026-06-18 15:09:00+00:00,2026-06-19 05:32:00+00:00,14.383333333333333,0.4814178267827174
2026-02-27 04:54:00+00:00,2026-02-27 07:56:00+00:00,3.033333333333333,0.4777361457395557
2026-04-02 11:51:00+00:00,2026-04-02 17:40:00+00:00,5.816666666666666,0.47291135966545994
2026-03-06 05:23:00+00:00,2026-03-06 08:19:00+00:00,2.933333333333333,0.4724741260210976
2026-04-08 15:32:00+00:00,2026-04-09 05:36:00+00:00,14.066666666666666,0.4718523234575116
2026-05-19 03:40:00+00:00,2026-05-19 07:09:00+00:00,3.4833333333333334,0.4714331988412255
2025-09-26 15:47:00+00:00,2025-09-29 05:46:00+00:00,61.983333333333334,0.46911644388803797
2026-09-17 13:21:00+00:00,2026-09-18 03:25:00+00:00,14.066666666666666,0.4661850115544439
2026-03-04 07:45:00+00:00,2026-03-04 11:12:00+00:00,3.45,0.4648913385483979
2026-04-28 16:35:00+00:00,2026-04-29 06:00:00+00:00,13.416666666666666,0.46472492544540955
2025-10-21 07:42:00+00:00,2025-10-21 10:56:00+00:00,3.2333333333333334,0.46369947815916746
2026-07-09 04:39:00+00:00,2026-07-09 07:15:00+00:00,2.6,0.4576746698913894
2026-04-14 17:38:00+00:00,2026-04-15 06:13:00+00:00,12.583333333333334,0.45729104171996937
2026-02-05 15:27:00+00:00,2026-02-06 05:30:00+00:00,14.05,0.45580592564397193
2026-03-26 08:48:00+00:00,2026-03-26 11:49:00+00:00,3.0166666666666666,0.4538218647610677
2026-03-03 10:45:00+00:00,2026-03-03 14:46:00+00:00,4.016666666666667,0.44551393994140653
2026-05-28 17:45:00+00:00,2026-05-29 06:09:00+00:00,12.4,0.44148054269504655
2026-06-24 13:41:00+00:00,2026-06-25 04:19:00+00:00,14.633333333333333,0.44106370210283785
2026-03-18 10:31:00+00:00,2026-03-18 14:30:00+00:00,3.9833333333333334,0.43334347855238775
2026-03-16 09:07:00+00:00,2026-03-16 12:10:00+00:00,3.05,0.43267129434366325
2026-03-12 09:02:00+00:00,2026-03-12 11:51:00+00:00,2.816666666666667,0.4243844048297092
2026-02-27 10:46:00+00:00,2026-02-27 15:00:00+00:00,4.233333333333333,0.42239758955406614
2026-03-31 12:00:00+00:00,2026-03-31 17:13:00+00:00,5.216666666666667,0.4078493740493059
2026-04-24 13:32:00+00:00,2026-04-27 03:37:00+00:00,62.083333333333336,0.40681575620573085
2026-03-12 11:54:00+00:00,2026-03-12 16:26:00+00:00,4.533333333333333,0.4065606314309491
2026-07-07 05:30:00+00:00,2026-07-07 07:41:00+00:00,2.183333333333333,0.39933387847230506
2026-04-13 06:00:00+00:00,2026-04-13 08:14:00+00:00,2.2333333333333334,0.396934505479976
2026-01-12 09:25:00+00:00,2026-01-12 12:11:00+00:00,2.7666666666666666,0.39305757978229394
2026-02-11 15:40:00+00:00,2026-02-12 05:06:00+00:00,13.433333333333334,0.3856431238142477
2026-04-14 12:20:00+00:00,2026-04-14 17:38:00+00:00,5.3,0.3817265441718405
2026-04-09 06:07:00+00:00,2026-04-09 08:06:00+00:00,1.9833333333333334,0.3743735530746619
2026-02-27 07:56:00+00:00,2026-02-27 10:46:00+00:00,2.8333333333333335,0.371170433628464
2025-12-18 06:05:00+00:00,2025-12-18 08:02:00+00:00,1.95,0.3706553021787329
2026-03-24 10:52:00+00:00,2026-03-24 13:58:00+00:00,3.1,0.3692226415213895
2026-03-25 06:35:00+00:00,2026-03-25 09:00:00+00:00,2.4166666666666665,0.36563242504544746
2026-05-18 14:35:00+00:00,2026-05-19 03:40:00+00:00,13.083333333333334,0.35578636768929073
2026-09-17 03:00:00+00:00,2026-09-17 06:20:00+00:00,3.3333333333333335,0.3556732977048682
2026-04-07 06:04:00+00:00,2026-04-07 08:02:00+00:00,1.9666666666666666,0.3526667283076961
2026-04-20 15:25:00+00:00,2026-04-21 04:24:00+00:00,12.983333333333333,0.33854665052905375
2025-12-15 10:29:00+00:00,2025-12-15 13:00:00+00:00,2.5166666666666666,0.3368779890095652
2026-03-23 06:13:00+00:00,2026-03-23 08:06:00+00:00,1.8833333333333333,0.33525329854666097
2026-03-11 08:08:00+00:00,2026-03-11 10:39:00+00:00,2.5166666666666666,0.33487397662608487
2026-05-13 10:32:00+00:00,2026-05-13 13:16:00+00:00,2.7333333333333334,0.3339513496388804
2025-10-01 06:25:00+00:00,2025-10-01 08:28:00+00:00,2.05,0.3265368732881573
2026-02-12 09:04:00+00:00,2026-02-12 11:12:00+00:00,2.1333333333333333,0.3227850436159372
2026-02-26 11:27:00+00:00,2026-02-26 13:59:00+00:00,2.533333333333333,0.30392756360225803
2026-02-06 05:30:00+00:00,2026-02-06 07:16:00+00:00,1.7666666666666666,0.3034721475380593
2025-10-17 10:15:00+00:00,2025-10-17 12:37:00+00:00,2.3666666666666667,0.3003734441221262
2026-07-24 05:50:00+00:00,2026-07-24 07:35:00+00:00,1.75,0.3002427555870213
2026-08-06 17:23:00+00:00,2026-08-07 05:08:00+00:00,11.75,0.29997613617371144
2026-02-26 09:31:00+00:00,2026-02-26 11:27:00+00:00,1.9333333333333333,0.2944993967995515
2025-10-06 09:14:00+00:00,2025-10-06 11:10:00+00:00,1.9333333333333333,0.2779297316231517
2026-03-09 07:09:00+00:00,2026-03-09 08:55:00+00:00,1.7666666666666666,0.2717888448379142
2026-08-25 17:27:00+00:00,2026-08-26 04:57:00+00:00,11.5,0.271743475588778
2026-02-23 07:30:00+00:00,2026-02-23 09:21:00+00:00,1.85,0.27115696768169073
2026-03-05 19:20:00+00:00,2026-03-06 05:23:00+00:00,10.05,0.2702438757287098
2026-06-16 10:18:00+00:00,2026-06-16 12:06:00+00:00,1.8,0.2550532832160002
2026-05-26 10:48:00+00:00,2026-05-26 12:35:00+00:00,1.7833333333333334,0.24241135332829344
2026-04-06 10:38:00+00:00,2026-04-06 12:20:00+00:00,1.7,0.23761657218915389
2026-07-21 16:41:00+00:00,2026-07-22 04:00:00+00:00,11.316666666666666,0.23737637771483833
2025-12-10 10:33:00+00:00,2025-12-10 12:17:00+00:00,1.7333333333333334,0.22781354154336952
2026-05-28 14:04:00+00:00,2026-05-28 17:45:00+00:00,3.683333333333333,0.22394071810401783
2025-12-17 06:21:00+00:00,2025-12-17 07:38:00+00:00,1.2833333333333334,0.22120004335867804
2026-03-31 17:13:00+00:00,2026-04-01 04:08:00+00:00,10.916666666666666,0.21899573328556698
2026-08-04 18:47:00+00:00,2026-08-05 04:50:00+00:00,10.05,0.21810699909298137
2026-09-10 19:27:00+00:00,2026-09-11 04:57:00+00:00,9.5,0.21650765335436972
2026-06-04 06:02:00+00:00,2026-06-04 07:05:00+00:00,1.05,0.21465413015107515
2026-03-12 07:41:00+00:00,2026-03-12 09:02:00+00:00,1.35,0.20792272723778638
2026-07-22 19:54:00+00:00,2026-07-23 04:48:00+00:00,8.9,0.20304289935000952
2025-12-10 12:17:00+00:00,2025-12-10 14:17:00+00:00,2.0,0.1860092687749244
2026-05-04 17:24:00+00:00,2026-05-05 03:17:00+00:00,9.883333333333333,0.1831886312782558
2026-03-02 07:32:00+00:00,2026-03-02 08:37:00+00:00,1.0833333333333333,0.16345938802663795
2026-07-07 07:41:00+00:00,2026-07-07 08:45:00+00:00,1.0666666666666667,0.15681697566583352
2026-03-24 09:47:00+00:00,2026-03-24 10:52:00+00:00,1.0833333333333333,0.15620873241920208
2026-03-10 07:45:00+00:00,2026-03-10 08:43:00+00:00,0.9666666666666667,0.14158334828400143
2026-02-19 20:18:00+00:00,2026-02-20 03:54:00+00:00,7.6,0.1266008944256214
2026-05-18 13:08:00+00:00,2026-05-18 14:35:00+00:00,1.45,0.12321740004057347
2026-08-14 05:00:00+00:00,2026-08-14 05:50:00+00:00,0.8333333333333334,0.11631585967342062
2026-05-22 04:41:00+00:00,2026-05-22 05:36:00+00:00,0.9166666666666666,0.10887484445487416
2026-07-03 03:32:00+00:00,2026-07-03 05:08:00+00:00,1.6,0.10537307304281285
2026-04-09 05:36:00+00:00,2026-04-09 06:07:00+00:00,0.5166666666666667,0.09981436871646565
2025-10-02 12:23:00+00:00,2025-10-02 13:13:00+00:00,0.8333333333333334,0.09868190656264986
2026-03-30 11:14:00+00:00,2026-03-30 11:52:00+00:00,0.6333333333333333,0.08910498165229797
2026-07-14 04:51:00+00:00,2026-07-14 05:30:00+00:00,0.65,0.08573444415935683
2026-03-25 09:00:00+00:00,2026-03-25 09:38:00+00:00,0.6333333333333333,0.08267083309240775
2025-10-07 05:53:00+00:00,2025-10-07 06:17:00+00:00,0.4,0.07668371358645132
2026-03-10 08:43:00+00:00,2026-03-10 09:14:00+00:00,0.5166666666666667,0.07149176879298125
2026-03-16 12:10:00+00:00,2026-03-16 12:42:00+00:00,0.5333333333333333,0.06527839083827303
2026-02-25 09:35:00+00:00,2026-02-25 10:03:00+00:00,0.4666666666666667,0.06208244538436247
2025-10-09 11:19:00+00:00,2025-10-09 11:42:00+00:00,0.38333333333333336,0.05721038386534971
2025-10-21 07:23:00+00:00,2025-10-21 07:42:00+00:00,0.31666666666666665,0.052257365219045226
2025-11-10 09:00:00+00:00,2025-11-10 09:22:00+00:00,0.36666666666666664,0.050979381465239726
2026-03-13 11:14:00+00:00,2026-03-13 11:36:00+00:00,0.36666666666666664,0.04789160112179047
2025-11-10 08:42:00+00:00,2025-11-10 09:00:00+00:00,0.3,0.04178800781325265
2025-10-09 11:04:00+00:00,2025-10-09 11:19:00+00:00,0.25,0.038183599944058955
2025-10-08 09:19:00+00:00,2025-10-08 09:36:00+00:00,0.2833333333333333,0.03710822815129511
2026-04-10 05:14:00+00:00,2026-04-10 05:30:00+00:00,0.26666666666666666,0.03646496775422747
2025-10-14 07:42:00+00:00,2025-10-14 07:52:00+00:00,0.16666666666666666,0.026141917358295075
2025-10-16 10:15:00+00:00,2025-10-16 10:23:00+00:00,0.13333333333333333,0.020442993075427296
2025-10-07 05:47:00+00:00,2025-10-07 05:53:00+00:00,0.1,0.01817934226127882
2026-02-27 15:00:00+00:00,2026-02-27 15:18:00+00:00,0.3,0.01776465794938531
2026-03-24 13:58:00+00:00,2026-03-24 14:11:00+00:00,0.21666666666666667,0.01712934591813564
2026-05-13 13:16:00+00:00,2026-05-13 13:27:00+00:00,0.18333333333333332,0.016547333753521798
2026-02-24 13:11:00+00:00,2026-02-24 13:21:00+00:00,0.16666666666666666,0.016413840765295618
2025-12-10 14:17:00+00:00,2025-12-10 14:31:00+00:00,0.23333333333333334,0.01608643487274719
2025-10-16 10:23:00+00:00,2025-10-16 10:29:00+00:00,0.1,0.015385694017904683
2026-04-02 17:40:00+00:00,2026-04-02 18:05:00+00:00,0.4166666666666667,0.01501797990471232
2025-10-02 12:17:00+00:00,2025-10-02 12:23:00+00:00,0.1,0.013201429764849948
2025-10-08 09:36:00+00:00,2025-10-08 09:42:00+00:00,0.1,0.013198996687146192
2025-09-30 08:20:00+00:00,2025-09-30 08:25:00+00:00,0.08333333333333333,0.011913622149998915
2025-09-25 16:32:00+00:00,2025-09-25 16:43:00+00:00,0.18333333333333332,0.009908600677529182
2026-02-27 15:18:00+00:00,2026-02-27 15:27:00+00:00,0.15,0.00861510634018714
2026-03-12 11:51:00+00:00,2026-03-12 11:54:00+00:00,0.05,0.007151854609588781
