ticket,side,lots,recorded_open,recorded_close,recorded_price,recorded_pnl,candidate_feed,timezone_offset,price_role,contract_multiplier,feed_open_price,feed_close_price,implied_other_price,entry_error,exit_error,reconstructed_pnl,pnl_residual,timing_error,matched,match_reason
93776205,Sell,0.01,2026-06-19T08:32:37,2026-06-19T08:41:30,4137.68,5.04,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4136.495,4133.425,4132.64,1.185,0.785,3.07,1.97,0s_exact_bar,True,EXACT_BAR_MATCH
93757800,Sell,0.01,2026-06-18T18:09:38,2026-06-18T18:17:36,4253.6,7.6,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4253.185,4244.465,4246.0,0.415,1.535,8.72,-1.12,0s_exact_bar,True,EXACT_BAR_MATCH
93700747,Sell,0.01,2026-06-17T08:49:19,2026-06-17T08:58:07,4332.93,6.92,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4331.635,4327.045,4326.01,1.295,1.035,4.59,2.33,0s_exact_bar,True,EXACT_BAR_MATCH
93682742,Buy,0.01,2026-06-16T15:06:09,2026-06-16T15:11:57,4339.92,3.27,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4340.315,4343.465,4343.19,0.395,0.275,3.15,0.12,0s_exact_bar,True,EXACT_BAR_MATCH
93681010,Sell,0.01,2026-06-16T13:18:40,2026-06-16T13:22:06,4344.69,-1.7,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4345.285,4345.475,4346.39,0.595,0.915,-0.19,-1.51,0s_exact_bar,True,EXACT_BAR_MATCH
93650934,Buy,0.01,2026-06-15T16:30:46,2026-06-15T16:41:37,4355.08,10.07,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4358.545,4367.518,4365.15,3.465,2.368,8.97,1.1,0s_exact_bar,True,EXACT_BAR_MATCH
93631282,Sell,0.01,2026-06-15T08:44:57,2026-06-15T08:45:22,4312.83,2.51,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4312.448,4312.615,4310.32,0.382,2.295,-0.17,2.68,0s_exact_bar,True,EXACT_BAR_MATCH
93609754,Buy,0.01,2026-06-12T17:23:16,2026-06-12T17:29:50,4184.03,5.87,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4187.065,4188.495,4189.9,3.035,1.405,1.43,4.44,0s_exact_bar,True,EXACT_BAR_MATCH
93598278,Sell,0.01,2026-06-12T08:17:41,2026-06-12T08:27:33,4185.65,-2.4,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4185.905,4186.555,4188.05,0.255,1.495,-0.65,-1.75,0s_exact_bar,True,EXACT_BAR_MATCH
93557927,Buy,0.01,2026-06-11T09:36:08,2026-06-11T09:57:10,4086.19,8.09,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4087.735,4093.345,4094.28,1.545,0.935,5.61,2.48,0s_exact_bar,True,EXACT_BAR_MATCH
93510992,Sell,0.01,2026-06-10T08:02:18,2026-06-10T08:06:00,4177.67,1.99,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4176.355,4177.985,4175.68,1.315,2.305,-1.63,3.62,0s_exact_bar,True,EXACT_BAR_MATCH
93474519,Sell,0.01,2026-06-09T10:32:19,2026-06-09T10:40:24,4326.45,0.01,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4326.485,4325.825,4326.44,0.035,0.615,0.66,-0.65,0s_exact_bar,True,EXACT_BAR_MATCH
93461391,Buy,0.01,2026-06-08T18:18:03,2026-06-08T18:22:58,4324.16,8.15,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4325.725,4332.565,4332.31,1.565,0.255,6.84,1.31,0s_exact_bar,True,EXACT_BAR_MATCH
93443489,Buy,0.01,2026-06-08T08:38:58,2026-06-08T08:42:07,4279.91,2.95,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4288.575,4289.395,4282.86,8.665,6.535,0.82,2.13,0s_exact_bar,True,EXACT_BAR_MATCH
93411173,Sell,0.01,2026-06-05T14:55:49,2026-06-05T15:07:21,4470.45,2.26,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4470.085,4467.675,4468.19,0.365,0.515,2.41,-0.15,0s_exact_bar,True,EXACT_BAR_MATCH
93404708,Sell,0.01,2026-06-05T07:16:51,2026-06-05T07:19:28,4442.42,2.41,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4441.915,4439.395,4440.01,0.505,0.615,2.52,-0.11,0s_exact_bar,True,EXACT_BAR_MATCH
93377409,Sell,0.01,2026-06-04T10:05:50,2026-06-04T10:13:26,4469.47,5.21,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4468.405,4463.065,4464.26,1.065,1.195,5.34,-0.13,0s_exact_bar,True,EXACT_BAR_MATCH
93376580,Sell,0.01,2026-06-04T09:02:48,2026-06-04T09:03:13,4472.1,-3.03,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4473.835,4473.525,4475.13,1.735,1.605,0.31,-3.34,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
93360769,Sell,0.01,2026-06-03T18:19:30,2026-06-03T18:46:02,4446.07,5.42,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4445.415,4438.475,4440.65,0.655,2.175,6.94,-1.52,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
93345132,Sell,0.01,2026-06-03T07:31:17,2026-06-03T07:50:55,4476.49,4.54,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4474.805,4471.355,4471.95,1.685,0.595,3.45,1.09,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
93309253,Sell,0.01,2026-06-02T16:27:01,2026-06-02T16:30:32,4515.09,5.05,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4513.375,4508.575,4510.04,1.715,1.465,4.8,0.25,0s_exact_bar,True,EXACT_BAR_MATCH
93277546,Sell,0.01,2026-06-01T16:40:02,2026-06-01T16:41:39,4472.54,5.5,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4466.745,4467.925,4467.04,5.795,0.885,-1.18,6.68,0s_exact_bar,True,EXACT_BAR_MATCH
93252299,Sell,0.01,2026-06-01T11:07:05,2026-06-01T11:28:55,4498.93,3.84,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4497.685,4494.525,4495.09,1.245,0.565,3.16,0.68,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
93235333,Buy,0.01,2026-05-29T21:01:51,2026-05-29T21:42:51,4553.24,6.35,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4552.745,4558.985,4559.59,0.495,0.605,6.24,0.11,0s_exact_bar,True,EXACT_BAR_MATCH
93210316,Sell,0.01,2026-05-29T09:09:04,2026-05-29T09:13:41,4515.02,2.66,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4514.125,4511.295,4512.36,0.895,1.065,2.83,-0.17,0s_exact_bar,True,EXACT_BAR_MATCH
93199497,Buy,0.01,2026-05-28T20:45:24,2026-05-28T21:06:30,4508.61,4.58,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4508.168,4512.238,4513.19,0.442,0.952,4.07,0.51,<60s_adjacent_bar,True,WINDOW_TOLERANCE_MATCH
93184362,Sell,0.01,2026-05-28T17:04:21,2026-05-28T17:06:49,4424.02,-2.98,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4424.428,4425.915,4427.0,0.408,1.085,-1.49,-1.49,0s_exact_bar,True,EXACT_BAR_MATCH
93169426,Sell,0.01,2026-05-28T07:11:24,2026-05-28T07:23:55,4378.3,6.17,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4379.045,4371.365,4372.13,0.745,0.765,7.68,-1.51,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
93131167,Sell,0.01,2026-05-27T14:50:40,2026-05-27T15:01:34,4438.17,3.75,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4436.695,4434.575,4434.42,1.475,0.155,2.12,1.63,0s_exact_bar,True,EXACT_BAR_MATCH
93121138,Sell,0.01,2026-05-27T09:21:22,2026-05-27T09:43:57,4489.13,3.87,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4484.405,4484.468,4485.26,4.725,0.792,-0.06,3.93,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
93095183,Sell,0.01,2026-05-26T15:35:27,2026-05-26T15:40:56,4509.03,4.17,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4507.915,4504.455,4504.86,1.115,0.405,3.46,0.71,0s_exact_bar,True,EXACT_BAR_MATCH
93091481,Sell,0.01,2026-05-26T13:48:28,2026-05-26T13:51:18,4535.78,-2.57,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4535.285,4538.105,4538.35,0.495,0.245,-2.82,0.25,0s_exact_bar,True,EXACT_BAR_MATCH
93086094,Sell,0.01,2026-05-26T08:40:30,2026-05-26T08:57:17,4532.04,4.61,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4530.075,4527.405,4527.43,1.965,0.025,2.67,1.94,0s_exact_bar,True,EXACT_BAR_MATCH
93070782,Sell,0.01,2026-05-25T15:59:41,2026-05-25T16:02:57,4568.44,5.24,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4567.445,4562.625,4563.2,0.995,0.575,4.82,0.42,0s_exact_bar,True,EXACT_BAR_MATCH
93064584,Buy,0.02,2026-05-25T09:09:03,2026-05-25T09:28:09,4551.65,6.5,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4552.285,4554.915,4554.9,0.635,0.015,5.26,1.24,0s_exact_bar,True,EXACT_BAR_MATCH
93037747,Sell,0.01,2026-05-22T15:30:46,2026-05-22T15:33:14,4522.59,4,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4522.605,4520.225,4518.59,0.015,1.635,2.38,1.62,0s_exact_bar,True,EXACT_BAR_MATCH
93029514,Buy,0.01,2026-05-22T08:36:56,2026-05-22T08:40:30,4530.06,3.09,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4531.205,4533.645,4533.15,1.145,0.495,2.44,0.65,0s_exact_bar,True,EXACT_BAR_MATCH
93028917,Sell,0.01,2026-05-22T07:41:02,2026-05-22T07:45:37,4526.58,-2.66,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4527.055,4528.875,4529.24,0.475,0.365,-1.82,-0.84,0s_exact_bar,True,EXACT_BAR_MATCH
92991008,Sell,0.01,2026-05-21T09:39:49,2026-05-21T09:54:47,4528.46,5.53,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4527.595,4522.695,4522.93,0.865,0.235,4.9,0.63,0s_exact_bar,True,EXACT_BAR_MATCH
92943988,Buy,0.01,2026-05-20T09:00:09,2026-05-20T09:01:47,4471.76,3.4,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4475.905,4474.485,4475.16,4.145,0.675,-1.42,4.82,0s_exact_bar,True,EXACT_BAR_MATCH
92905766,Sell,0.01,2026-05-19T10:09:51,2026-05-19T10:30:50,4551.78,4.06,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4552.705,4547.255,4547.72,0.925,0.465,5.45,-1.39,<60s_adjacent_bar,True,WINDOW_TOLERANCE_MATCH
92901499,Sell,0.01,2026-05-19T06:40:39,2026-05-19T06:48:46,4551.85,2.9,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4550.875,4548.525,4548.95,0.975,0.425,2.35,0.55,0s_exact_bar,True,EXACT_BAR_MATCH
92878258,Sell,0.01,2026-05-18T17:35:04,2026-05-18T17:36:02,4550.25,4.72,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4544.325,4547.175,4545.53,5.925,1.645,-2.85,7.57,0s_exact_bar,True,EXACT_BAR_MATCH
92873305,Buy,0.01,2026-05-18T16:08:58,2026-05-18T16:10:38,4566.67,-2.38,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4565.775,4562.495,4564.29,0.895,1.795,-3.28,0.9,0s_exact_bar,True,EXACT_BAR_MATCH
92863125,Buy,0.01,2026-05-18T09:44:22,2026-05-18T09:55:57,4538.98,7.45,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4540.805,4546.305,4546.43,1.825,0.125,5.5,1.95,0s_exact_bar,True,EXACT_BAR_MATCH
92816284,Sell,0.01,2026-05-15T14:15:09,2026-05-15T14:32:57,4567.8,7.18,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4567.175,4560.555,4560.62,0.625,0.065,6.62,0.56,0s_exact_bar,True,EXACT_BAR_MATCH
92794484,Sell,0.01,2026-05-15T06:52:48,2026-05-15T06:56:18,4615.85,4.14,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4615.565,4612.565,4611.71,0.285,0.855,3.0,1.14,0s_exact_bar,True,EXACT_BAR_MATCH
92755985,Buy,0.01,2026-05-14T14:27:21,2026-05-14T14:35:08,4691.09,2.64,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4692.495,4693.815,4693.73,1.405,0.085,1.32,1.32,0s_exact_bar,True,EXACT_BAR_MATCH
92749649,Sell,0.01,2026-05-14T07:37:00,2026-05-14T07:54:42,4709.23,2.85,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4707.265,4705.485,4706.38,1.965,0.895,1.78,1.07,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
92708453,Sell,0.01,2026-05-13T16:27:45,2026-05-13T16:29:24,4692.21,1.18,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4690.435,4688.925,4691.03,1.775,2.105,1.51,-0.33,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
92707912,Buy,0.01,2026-05-13T16:16:14,2026-05-13T16:17:46,4688.92,-2.09,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4687.165,4687.155,4686.83,1.755,0.325,-0.01,-2.08,0s_exact_bar,True,EXACT_BAR_MATCH
92704162,Sell,0.01,2026-05-13T13:32:46,2026-05-13T13:46:28,4698.28,2.59,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4697.335,4695.055,4695.69,0.945,0.635,2.28,0.31,0s_exact_bar,True,EXACT_BAR_MATCH
92699406,Buy,0.01,2026-05-13T08:32:18,2026-05-13T08:38:05,4696.22,3.18,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4696.965,4700.495,4699.4,0.745,1.095,3.53,-0.35,0s_exact_bar,True,EXACT_BAR_MATCH
92660254,Buy,0.01,2026-05-12T13:41:21,2026-05-12T14:01:20,4688.79,2.73,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4692.165,4690.735,4691.52,3.375,0.785,-1.43,4.16,0s_exact_bar,True,EXACT_BAR_MATCH
92649888,Buy,0.01,2026-05-12T05:30:04,2026-05-12T06:18:08,4722.52,4.27,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4723.695,4727.305,4726.79,1.175,0.515,3.61,0.66,0s_exact_bar,True,EXACT_BAR_MATCH
92626347,Sell,0.01,2026-05-11T15:38:02,2026-05-11T15:45:50,4696.5,1.66,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4695.805,4694.355,4694.84,0.695,0.485,1.45,0.21,0s_exact_bar,True,EXACT_BAR_MATCH
92611594,Buy,0.01,2026-05-11T07:03:52,2026-05-11T07:10:26,4674.86,2.56,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4675.875,4677.175,4677.42,1.015,0.245,1.3,1.26,0s_exact_bar,True,EXACT_BAR_MATCH
92561346,Sell,0.01,2026-05-08T09:30:27,2026-05-08T09:39:06,4732.98,5.57,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4730.225,4727.655,4727.41,2.755,0.245,2.57,3.0,0s_exact_bar,True,EXACT_BAR_MATCH
92535886,Sell,0.01,2026-05-07T19:37:09,2026-05-07T19:45:45,4716.22,4.16,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4715.265,4713.445,4712.06,0.955,1.385,1.82,2.34,0s_exact_bar,True,EXACT_BAR_MATCH
92461110,Buy,0.01,2026-05-07T07:56:52,2026-05-07T08:07:54,4694.78,3.81,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4695.045,4698.705,4698.59,0.265,0.115,3.66,0.15,0s_exact_bar,True,EXACT_BAR_MATCH
92408965,Sell,0.01,2026-05-06T12:41:15,2026-05-06T12:46:00,4699.99,3.79,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4699.985,4698.995,4696.2,0.005,2.795,0.99,2.8,0s_exact_bar,True,EXACT_BAR_MATCH
92396538,Sell,0.01,2026-05-06T08:30:50,2026-05-06T08:33:02,4649.56,1.28,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4649.655,4646.215,4648.28,0.095,2.065,3.44,-2.16,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
92342438,Sell,0.01,2026-05-05T13:41:28,2026-05-05T13:51:12,4548.47,4.84,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4547.805,4542.905,4543.63,0.665,0.725,4.9,-0.06,0s_exact_bar,True,EXACT_BAR_MATCH
92331897,Sell,0.01,2026-05-05T06:17:31,2026-05-05T06:33:02,4541.33,3.38,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4540.535,4537.115,4537.95,0.795,0.835,3.42,-0.04,0s_exact_bar,True,EXACT_BAR_MATCH
92319804,Buy,0.01,2026-05-04T20:24:33,2026-05-04T20:26:06,4527.89,-2.54,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4525.865,4524.365,4525.35,2.025,0.985,-1.5,-1.04,0s_exact_bar,True,EXACT_BAR_MATCH
92286476,Sell,0.01,2026-05-04T13:52:28,2026-05-04T13:54:59,4564.23,1.77,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4562.495,4561.815,4562.46,1.735,0.645,0.68,1.09,0s_exact_bar,True,EXACT_BAR_MATCH
92274667,Buy,0.01,2026-05-04T08:18:10,2026-05-04T08:19:50,4603.12,8.74,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4604.625,4610.775,4611.86,1.505,1.085,6.15,2.59,0s_exact_bar,True,EXACT_BAR_MATCH
92218142,Sell,0.01,2026-05-01T09:16:51,2026-05-01T10:12:50,4600.22,4.15,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4600.585,4595.765,4596.07,0.365,0.305,4.82,-0.67,0s_exact_bar,True,EXACT_BAR_MATCH
92181621,Buy,0.01,2026-04-30T13:58:53,2026-04-30T14:03:51,4634.47,5.54,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4638.065,4641.665,4640.01,3.595,1.655,3.6,1.94,0s_exact_bar,True,EXACT_BAR_MATCH
92125361,Sell,0.01,2026-04-29T13:38:23,2026-04-29T13:43:56,4571.93,3.82,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4569.745,4567.255,4568.11,2.185,0.855,2.49,1.33,<60s_adjacent_bar,True,WINDOW_TOLERANCE_MATCH
92117158,Buy,0.01,2026-04-29T09:00:38,2026-04-29T09:04:05,4593.37,2.98,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4595.495,4596.945,4596.35,2.125,0.595,1.45,1.53,0s_exact_bar,True,EXACT_BAR_MATCH
92099847,Buy,0.01,2026-04-28T19:35:59,2026-04-28T19:38:28,4582.29,2.23,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4583.125,4584.285,4584.52,0.835,0.235,1.16,1.07,0s_exact_bar,True,EXACT_BAR_MATCH
92067522,Buy,0.01,2026-04-28T09:04:14,2026-04-28T09:14:44,4631.5,7.36,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4634.365,4640.415,4638.86,2.865,1.555,6.05,1.31,0s_exact_bar,True,EXACT_BAR_MATCH
92029007,Sell,0.01,2026-04-27T11:51:00,2026-04-27T12:12:14,4709.01,4.28,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4710.635,4704.545,4704.73,1.625,0.185,6.09,-1.81,<60s_adjacent_bar,True,WINDOW_TOLERANCE_MATCH
92024986,Buy,0.01,2026-04-27T06:37:58,2026-04-27T07:23:16,4722.65,3.9,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4723.345,4726.715,4726.55,0.695,0.165,3.37,0.53,0s_exact_bar,True,EXACT_BAR_MATCH
91984519,Buy,0.01,2026-04-24T16:32:20,2026-04-24T16:38:46,4691.77,5.78,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4691.525,4699.535,4697.55,0.245,1.985,8.01,-2.23,0s_exact_bar,True,EXACT_BAR_MATCH
91973017,Sell,0.01,2026-04-24T11:25:06,2026-04-24T11:31:35,4690.11,3.17,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4690.665,4686.795,4686.94,0.555,0.145,3.87,-0.7,<60s_adjacent_bar,True,EXACT_BAR_MATCH
91954421,Buy,0.01,2026-04-23T20:58:13,2026-04-23T21:08:22,4708.33,2.91,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4709.265,4711.975,4711.24,0.935,0.735,2.71,0.2,0s_exact_bar,True,EXACT_BAR_MATCH
91919177,Buy,0.01,2026-04-23T08:30:37,2026-04-23T08:40:07,4698.9,2.69,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4697.475,4702.285,4701.59,1.425,0.695,4.81,-2.12,0s_exact_bar,True,EXACT_BAR_MATCH
91873683,Sell,0.01,2026-04-22T15:29:56,2026-04-22T15:41:37,4755.12,7.53,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4752.925,4748.695,4747.59,2.195,1.105,4.23,3.3,0s_exact_bar,True,EXACT_BAR_MATCH
91863976,Sell,0.01,2026-04-22T08:22:08,2026-04-22T08:41:48,4770.12,3.89,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4770.835,4765.115,4766.23,0.715,1.115,5.72,-1.83,0s_exact_bar,True,EXACT_BAR_MATCH
91824729,Buy,0.01,2026-04-21T17:01:47,2026-04-21T17:09:31,4777.82,3.78,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4779.265,4780.625,4781.6,1.445,0.975,1.36,2.42,0s_exact_bar,True,EXACT_BAR_MATCH
91806444,Buy,0.01,2026-04-21T10:42:50,2026-04-21T10:56:42,4783.67,5.19,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4784.755,4788.495,4788.86,1.085,0.365,3.74,1.45,0s_exact_bar,True,EXACT_BAR_MATCH
91797166,Buy,0.01,2026-04-21T07:24:24,2026-04-21T07:28:52,4791.72,0.82,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4792.325,4792.885,4792.54,0.605,0.345,0.56,0.26,0s_exact_bar,True,EXACT_BAR_MATCH
91776198,Sell,0.01,2026-04-20T18:25:31,2026-04-20T18:29:06,4804.88,-1.53,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4806.475,4808.195,4806.41,1.595,1.785,-1.72,0.19,0s_exact_bar,True,EXACT_BAR_MATCH
91740834,Sell,0.01,2026-04-20T08:41:45,2026-04-20T08:45:12,4786.71,4.4,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4788.565,4784.365,4782.31,1.855,2.055,4.2,0.2,<60s_adjacent_bar,True,WINDOW_TOLERANCE_MATCH
91655142,Buy,0.01,2026-04-17T13:51:42,2026-04-17T14:12:17,4783.65,3.8,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4783.175,4785.935,4787.45,0.475,1.515,2.76,1.04,0s_exact_bar,True,EXACT_BAR_MATCH
91645065,Sell,0.01,2026-04-17T08:14:54,2026-04-17T08:40:27,4805.2,4,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4804.648,4800.245,4801.2,0.552,0.955,4.4,-0.4,0s_exact_bar,True,WINDOW_TOLERANCE_MATCH
91596159,Sell,0.01,2026-04-16T15:36:23,2026-04-16T15:50:58,4819.54,2.19,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4816.815,4816.875,4817.35,2.725,0.475,-0.06,2.25,0s_exact_bar,True,EXACT_BAR_MATCH
91585973,Buy,0.01,2026-04-16T09:43:59,2026-04-16T09:46:43,4819.6,3.38,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4822.585,4824.075,4822.98,2.985,1.095,1.49,1.89,0s_exact_bar,True,EXACT_BAR_MATCH
91531357,Sell,0.01,2026-04-15T16:00:14,2026-04-15T16:19:54,4815.58,2,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4811.675,4813.725,4813.58,3.905,0.145,-2.05,4.05,0s_exact_bar,True,EXACT_BAR_MATCH
91515698,Sell,0.01,2026-04-15T09:13:14,2026-04-15T09:29:49,4819.15,4.27,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4819.135,4815.015,4814.88,0.015,0.135,4.12,0.15,0s_exact_bar,True,EXACT_BAR_MATCH
91488864,Buy,0.01,2026-04-14T20:38:32,2026-04-14T20:52:28,4834.27,3.37,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4838.448,4837.698,4837.64,4.178,0.058,-0.75,4.12,0s_exact_bar,True,EXACT_BAR_MATCH
91448019,Sell,0.01,2026-04-14T15:20:42,2026-04-14T15:23:34,4768.7,1.1,RoboForex_ProFix_XAUUSD_M1,DST_EET_EEST,H_ENTRY,100.0,4766.435,4766.375,4767.6,2.265,1.225,0.06,1.04,0s_exact_bar,True,EXACT_BAR_MATCH
